STANOX,LOCATION,STANME
86928,"BOURNEMOUTH HURN AIRPORT","BNTH HURN"
86929,PARKSTONE,PARKSTONE
86933,"POOLE SIG PW5210",POOLE5210
86934,"POOLE SIG P17",POOLE17
86935,POOLE,POOLE
86935,"POOLE QUAY",POOLE
86936,"POOLE SDGS","POOLE SDG"
86937,"POOLE SIGNAL BOX","POOLE SB"
86946,"WAREHAM SIG PW5242          ",WAREH5242
86947,"WOOL SIG PW5255             ",WOOL5255
86948,"WOOL SIG PW5264             ",WOOL5264
86949,"WOOL SIG PW5659             ",WOOL5659
86950,"HAMWORTHY GOODS POOLE H.C.",HAMWGDPHC
86951,HAMWORTHY,HAMWORTHY
86952,"HERSTON HALT",HERSTNHLT
86953,HAMWORTHY,HAMWTHYOP
86953,"BLUE CIRCLE",HAMWTHYOP
86954,NORDEN,NORDEN
86955,"CORFE CASTLE",CORFECSTL
86956,"HARMAN'S CROSS","HARMANS X"
86957,"SWANAGE LMD",SWANAGLMD
86958,"SWANAGE RLY MOTALA GF","MOTALA GF"
86959,"HAMWORTHY QUAY","HAMWTHY Q"
86960,"WAREHAM SIG 17",WARHAMS17
86961,"HOLTON HEATH",HOLTONHTH
86962,"WAREHAM UP SDGS",WAREHAMUS
86963,"WAREHAM DOWN SDGS",WAREHAMDS
86964,WAREHAM,WAREHAM
86965,"WORGRET JN",WORGRETJN
86967,"FURZEBROOK SDGS    WAREHAM",FURZBROOK
86968,"WOOL MOD SDGS    (FLHH)",WOOLMODRP
86969,SWANAGE,SWANAGE
86970,"WOOL MOD SDGS    (FLHH)",WOOLMODSD
86971,WOOL,WOOL
86972,WOOL,"WOOL SDGS"
86973,"DORCHESTER ENGINEERS",DORCHENGS
86974,"WINFRITH WOOL",WINFRITH
86975,MORETON,MORETON
86976,"DORCHESTER SOUTH",DORCHSTRS
86977,"DORCHESTER WEST",DORCHSTRW
86978,UPWEY,UPWEY
86979,"DORCHESTER ENGINEERS (FLHH)",DORCENGFL
86980,"DORCHESTER JN",DORCHSTRJ
86981,WEYMOUTH,WEYMOUTH
86981,"B R SIDINGS",WEYMOUTH
86982,"WEYMOUTH JERSEY SDG","WEYMTH JS"
86983,"WEYMOUTH QUAY","WEYMTH QY"
86984,"WOOL MOD SIDNG GBRF",WOOLMODGB
86985,"DORCHESTER SOUTH SDG GBR",DRCHSTSGB
86986,"WOOL SIGNAL S1","WOOL SIG1"
86987,"WEYMOUTH JUBILEE SDG",WEYMTHJUB
86988,"WEYMOUTH JN",WEYMOUTHJ
86989,"WEYMOUTH SIG DR 194",WEYMTH194
87001,"WINNERSH TRIANGLE",WINNRSHTR
87002,EARLEY,EARLEY
87003,WINNERSH,WINNERSH
87004,WOKINGHAM,WOKINGHAM
87005,"WOKINGHAM DOWN SDGS",WOKOLDSDG
87006,CROWTHORNE,CROWTHORN
87007,"WOKINGHAM SIGNALS 14 & 15",WOKS14&15
87007,"WOKINGHAM SIGNAL WM14",WOKS14&15
87008,SANDHURST,SANDHURST
87009,BLACKWATER,BLACKWATR
87010,"FARNBOROUGH NORTH","FARNBRO N"
87012,"NORTH CAMP",NORTHCAMP
87013,"ALDERSHOT SOUTH JN",ALDSHTSJN
87014,ASH,ASH
87015,"ASH SIG GD1331            ",ASHGD1331
87016,WANBOROUGH,WANBROUGH
87016,"WANBOROUGH SIGNAL WA199",WANBROUGH
87017,"FARNHAM SIG FN30",FNHAMFN30
87018,ALRESFORD,ALRESFRD
87019,ROPLEY,ROPLEY
87020,"FARNHAM 1383",FARNM1383
87021,ALTON,ALTON
87023,"ALTON (MID HANTS RLWY)","ALTON MH"
87024,BENTLEY,BENTLEY
87025,HOLYBOURNE,HOLYBOURN
87026,FARNHAM,FARNHAM
87027,"FARNHAM SIGNAL FN3",FARNHAM3
87028,"FARNHAM UP SDGS","FARNHM US"
87029,"FARNHAM EMU SDGS","FNHM EMUS"
87030,"HOLYBOURNE OT SIG FN402",HOLYBN402
87031,ALDERSHOT,ALDERSHOT
87034,"HOLYBOURNE OIL SDGS (GBRF)",HLBNOILGB
87035,"FARNHAM SIGNAL WK438",FARNHM438
87036,"FARNHAM SIGNAL WK445",FARNHM445
87037,"ALDERSHOT NORTH JN",ALDSHTNJN
87038,"ALDERSHOT SIGNAL WK1371",ALDER1371
87039,"ALDERSHOT SIGNAL WK1378",ALDER1378
87040,"ASH VALE SIG WK408",ASHVLE408
87041,"ASH VALE","ASH VALE"
87043,"PIRBRIGHT JN",PIRBGHTJN
87043,"PIRBRIGHT JN SIGNAL WA225",PIRBGHTJN
87045,WORPLESDON,WORPLESDN
87046,"GUILDFORD SIGNAL GD1305",GUILD1305
87047,"GUILDFORD SIGNAL GD1301",GUILD1301
87048,"GUILDFORD SIGNAL GD635","GUILD 635"
87049,"GUILDFORD DOWN SIDINGS",GUILDDSDG
87051,"GUILDFORD CARRIAGE SDGS",GUILDFDCS
87052,GUILDFORD,GUILDFORD
87052,"GUILDFORD YARD",GUILDFORD
87053,GUILDFORD,GUILDFRD
87055,FARNCOMBE,FARNCOMBE
87057,GODALMING,GODALMING
87059,MILFORD,MILFORD
87060,"HASLEMERE SIGNAL EW15",HASLMEW15
87061,WITLEY,WITLEY
87062,HASLEMERE,HASLEMERE
87063,"HASLEMERE SIGNAL EW23",HASLMEW23
87064,LIPHOOK,LIPHOOK
87065,LISS,LISS
87066,PETERSFIELD,PETERSFLD
87067,"ROWLANDS CASTLE",ROWLSCSTL
87068,"LONDON ROAD (GUILDFORD)",LONDONRDG
87069,CLANDON,CLANDON
87070,HORSLEY,HORSLEY
87071,"EFFINGHAM JN",EFFINGMJN
87071,"SIGNAL WX98",EFFINGMJN
87072,BOOKHAM,BOOKHAM
87073,"EFFINGHAM JN  NECK",EFFINHMHS
87074,COBHAM,COBHAM
87075,"PETERSFIELD UP SDGS","PETSFD US"
87075,"PETERSFIELD SIGNAL 8","PETSFD US"
87076,"EFFINGHAM JN       CROSSOVER",EFFINHMXO
87077,"SHALFORD GD1341",SHALF1341
87078,"GUILDFORD SIGNAL GD1308",GUILD1308
87079,"STAINES SIGNAL F467",STAINS467
87080,"SHALFORD JN",SHALFRDJN
87081,SHALFORD,SHALFORD
87082,CHILWORTH,CHILWORTH
87083,GOMSHALL,GOMSHALL
87084,"DORKING WEST",DORKNGWST
87085,BETCHWORTH,BETCHWRTH
87086,"DORKING (DEEPDENE)",DORKNGDPD
87087,"BRACKNELL EMERGENCY T XOVER",BRACKNLXO
87088,"STAINES SDGS    ENT-EXIT","STAINS SE"
87089,REIGATE,REIGATE
87089,"REIGATE  BR CARRIAGE SIDINGS",REIGATE
87090,"BETCHWORTH CE UP SDG","BWTH ENGS"
87091,"REIGATE SHUNT SIG 17",REIGATE17
87092,"ASCOT SIGNAL F506",ASCOTS506
87093,"FRIMLEY JN",FRIMLEYJN
87094,"CAMBERLEY SHUNT SIGNAL 4",CAMBRLYS4
87095,"ASCOT SIG F504",ASCOTS504
87096,"ASCOT DOWN SDGS","ASCOT DS"
87097,FRIMLEY,FRIMLEY
87098,"ASCOT SIGNAL F501",ASCOTF501
87099,CAMBERLEY,CAMBERLEY
87100,"MARTINS HERON",MARTINHRN
87101,BRACKNELL,BRACKNELL
87102,BAGSHOT,BAGSHOT
87103,ASCOT,ASCOT
87104,SUNNINGDALE,SUNNINGDL
87105,LONGCROSS,LONGCROSS
87106,"VIRGINIA WATER",VIRGINIAW
87107,EGHAM,EGHAM
87108,WRAYSBURY,WRAYSBURY
87109,SUNNYMEADS,SUNNYMDS
87110,DATCHET,DATCHET
87111,"WINDSOR & ETON RIVERSIDE",WINDSORRS
87112,"VIRGINIA WATER SIGNAL F491",VWATER491
87113,"STAINES EMU SDGS",STANSEMUS
87114,STAINES,STAINES
87114,"STAINES STATION BUS STOP",STAINES
87115,"STAINES DOWN GOODS LOOP",STAINSDGL
87116,"STAINES UP LOOP",STAINSUGL
87117,"ASHFORD (MIDDLESEX)",ASHFORDMD
87118,"STAINES SIGNAL F478",STAINS478
87119,"TWICKENHAM JN",TWICKNMJN
87120,"FELTHAM GRID SDG",FELTMGRDS
87121,FELTHAM,FELTHAM
87122,"FELTHAM JN",FELTHAMJN
87123,"ALDGATE EAST LT","ALDGATE E"
87124,"RICHMOND SIGNAL F398",RICHMD398
87125,"WHITTON JN",WHITTONJN
87126,WHITTON,WHITTON
87127,"HOUNSLOW SIGNALS F443/448",HOU443448
87127,"HOUNSLOW SIGNAL F443",HOU443448
87128,"TWICKENHAM SIGNALS F401/403",TWICKSIGS
87128,"TWICKENHAM SIGNAL F401",TWICKSIGS
87129,"TWICKENHAM SIGNAL F406",TWICKH406
87130,"TURNHAM GREEN",TURNHMGRN
87131,TWICKENHAM,TWICKNHAM
87132,"RICHMOND NORTH LONDON LINE",RICHMNDNL
87133,"ST MARGARETS (MIDDLESEX)",STMARGRTS
87134,"STRAWBERRY HILL",STRAWBRYH
87135,"RICHMOND (SURREY)",RICHMOND
87136,"KEW GARDENS",KEWGARDNS
87137,"NORTH SHEEN","NTH SHEEN"
87138,GUNNERSBURY,GUNNERSBY
87139,MORTLAKE,MORTLAKE
87140,"HOUNSLOW JN",HOUNSLWJN
87141,HOUNSLOW,HOUNSLOW
87142,ISLEWORTH,ISLEWORTH
87143,"SYON LANE","SYON LANE"
87144,BRENTFORD,BRENTFORD
87145,"OLD KEW JN","OLD KEWJN"
87146,"NEW KEW JN","NEW KEWJN"
87147,"KEW BRIDGE",KEWBRIDGE
87148,CHISWICK,CHISWICK
87149,BARNES,BARNES
87150,"BARNES BRIDGE",BARNESBRG
87151,"STRAWBERRY HILL MD",STWHILLMD
87152,PUTNEY,PUTNEY
87153,"WANDSWORTH TOWN",WANDSWTHT
87153,"POINT PLEASANT JN",WANDSWTHT
87154,"KEMPTON PARK","KEMPTN PK"
87155,SHEPPERTON,SHEPPERTN
87156,"UPPER HALLIFORD",UPHALLIFD
87157,SUNBURY,SUNBURY
87158,HAMPTON,HAMPTON
87159,TEDDINGTON,TEDDINGTN
87160,FULWELL,FULWELL
87161,"KINGSTON UPON THAMES",KINGSTON
87162,"HAMPTON WICK",HAMPTNWCK
87163,NORBITON,NORBITON
87164,"SHACKLEGATE JN",SHAKLGTJN
87165,"FULWELL JN",FULWELLJN
87166,"BARNES SIGNAL W1090",BRNES1090
87167,"KINGSTON UPON THAMES CROSSOVER",KINGSTNXO
87168,"KINGSTON SIG F410",KNGSNS410
87169,"NEW MALDEN",NEWMALDEN
87170,BERRYLANDS,BERRYLNDS
87171,SURBITON,SURBITON
87172,"SURBITON UP SDG","SURBTN US"
87173,"STRAWBERRY HILL SIGNAL FH419",STRAWH419
87174,"WOKINGHAM SIG WK1104",SURBS1104
87175,"SURBITON SIGNAL WK534",SURBWK534
87176,"SURBITON SIGNAL WK1106",SURBW1106
87177,"HAMPTON COURT JN",HMPTNCTJN
87178,"LILLIE BRIDGE DEPOT LUL",LILBDGDEP
87179,"THAMES DITTON",THAMESDIT
87180,"SHACKLEGATE JN SIG F414",SHAKGT414
87181,"HAMPTON COURT","HAMPTON C"
87182,"FELTHAM SIG F453",FELTHM453
87183,"FULWELL SIG F417",FULWEL417
87184,"SHACKLEGATE JN SIG F413",SHAKGT413
87185,"HINCHLEY WOOD",HINCHLYWD
87186,"MANSION HOUSE LT",MANSIONHS
87187,"STEWARTS LANE DEPOT UP LOOP",STEWLNUPL
87188,"STRAWBERRY HILL SIG F91",STRAWBH91
87189,CLAYGATE,CLAYGATE
87190,"VICTORIA SIG VS47","VIC VS47"
87191,"VICTORIA SIG VS45","VIC VS45"
87192,"VICTORIA GROSVENOR ENT-EXT",VICGROVEE
87193,OXSHOTT,OXSHOTT
87194,"VICTORIA SIG VS808","VIC VS808"
87195,"VICTORIA SIGNAL VS35","VICT VS35"
87196,"VICTORIA CHS LONDON","VICT CS"
87197,"VICTORIA LONDON","VICT BLST"
87198,"VICTORIA GROSVENOR CS","GROSVR CS"
87199,"BATTERSEA PIER JN",BATPIERJN
87200,"GUNNERSBURY SIG GB51",GUNSBRY51
87201,"VICTORIA LONDON",VICTORIA
87201,"VICTORIA  CARRIAGE ROAD SOUTH",VICTORIA
87202,"VICTORIA LONDON","VIC CE"
87203,"BATTERSEA PARK",BATTSEAPK
87204,"GROSVENOR BRIDGE JN",GROSVBDGJ
87205,"LATCHMERE JN",LATCHMERE
87206,"CLAPHAM JN       PIG HILL SDG",CLAPJNPHS
87207,"WANDSWORTH ROAD",WANDSWTRD
87208,"VOLTAIRE ROAD JN",VOLTRRDJN
87209,"CLAPHAM HIGH STREET",CLAPHAMHS
87210,"WATERLOO LONDON","WLOO BLST"
87210,"WATERLOO BALLAST","WLOO BLST"
87211,"WATERLOO CHS LONDON",WATERLCHS
87212,"WATERLOO LONDON",WATERLOO
87212,"WATERLOO MAIN",WATERLOO
87213,"WATERLOO INTERNATIONAL LONDON",WATERLOOI
87214,VAUXHALL,VAUXHALL
87214,"VAUXHALL (WINDSOR)",VAUXHALL
87215,"NINE ELMS JN",NINEELMSJ
87216,"QUEENSTOWN ROAD (BATTERSEA)",QNSTWNRDB
87217,"WEST LONDON JN",WLONDONJN
87217,"WEST LONDON JUNCTION",WLONDONJN
87218,"CLAPHAM JN       KS","CLAPJN KS"
87219,"CLAPHAM JN",CLAPHAMJN
87219,"BR CARRIAGE SIDINGS",CLAPHAMJN
87220,"WANDSWORTH COMMON",WANDSWTCM
87221,"CLAPHAM JN       YARD",CLAPHMJYD
87222,BALHAM,BALHAM
87223,"CLAPHAM JN SIG W1047/W1049",CLAPJ1047
87223,"SIGNAL W1049",CLAPJ1047
87224,"CLAPHAM JN       SIGNAL VC147","CLAPJ 147"
87225,"BALHAM JN","BALHAM JN"
87226,"LONDON WATERLOO SIG W1030","WAT W1030"
87227,"CLAPHAM JN MIDDLE SDG",CLJMIDSDG
87228,"CLAPHAM YARD SDGS",CLPHMJYSD
87229,"BLACKFRIARS SIGNAL VC688",BLACKF688
87230,"POUPARTS JN",POUPPTSJN
87231,"LINFORD STREET JN",LINFDSTJN
87232,"LONGHEDGE JN",LONGHDGJN
87233,"FACTORY JN",FACTORYJN
87234,"STEWARTS LANE LONDON",STEWRTSLN
87235,"STEWARTS LANE LOOP LONDON","STEWLN LP"
87236,"STEWARTS LANE MARCON (CEMEX)",STWTLAM
87237,"STEWARTS LANE BERTHING SDGS","STEWLN BS"
87238,"STEWARTS LANE T&RSMD LONDON",SLNT&RSMD
87238,"T & RSMD",SLNT&RSMD
87239,"BATTERSEA LOOP",BATRSEALP
87239,"BATTERSEA PIER SIDINGS",BATRSEALP
87240,"CITY THAMESLINK SIGNAL VC664",CTYTLK664
87241,"SMITHFIELD CHS",SMITHFLD
87242,"BLACKFRIARS CHS",BLAKFRSCS
87243,"EAST PUTNEY","E PUTNEY"
87244,"CITY THAMESLINK LONDON","CITY TLNK"
87245,BLACKFRIARS,BLACKFRS
87246,"ELEPHANT & CASTLE LONDON",ELEPHANTC
87247,"LOUGHBOROUGH JN",LOGHBROJN
87248,BRIXTON,BRIXTON
87249,"HERNE HILL",HERNEHILL
87250,EARLSFIELD,EARLSFELD
87251,"WIMBLEDON PARK",WIMBLDNPK
87252,"EAST WIMBLEDON TRAINCARE DEPOT","EWIM EMUD"
87252,"WIMBLEDON EAST","EWIM EMUD"
87253,"WIMBLEDON STAFF HALT",WMBLDNSFH
87253,"DURNSFORD ROAD STAFF HALT",WMBLDNSFH
87254,SOUTHFIELDS,SOUTHFLDS
87255,"HERNE HILL SIGNAL VS602",HERNHL602
87256,"SHEPHERDS LANE JN",SHEPHDSLJ
87257,"WIMBLEDON PARK DEPOT NO1 UCS",WIMBD1UCS
87258,"HERNE HILL HEADSHUNT",HERNEHLSD
87259,"WIMBLEDON STN (LUL)",WIMBLDON
87260,"WIMBLEDON PARK CSD",WIMBPKCSD
87261,"WIMBLEDON STN",WIMBLEDON
87261,"SOUTH SIDINGS",WIMBLEDON
87262,"WIMBLEDON WEST JN",WIMBDNWJN
87263,"WIMBLEDON WEST YARD",WIMBLDN
87264,"HERNE HILL SIG VS595",HERNHL595
87265,"WIMBLEDON SIG W1105",WIMBD1105
87266,"WIMBLEDON SIG W1101",WIMBD1101
87267,"WIMBLEDON PARK DEPOT SDGS",WIMBPDTSD
87268,"FULWELL SIG F411",FULWEL411
87269,"WATERLOO SIG 912","WAT 912"
87270,"CLAPHAM JN SIG 141",CLPHMJ141
87271,"RAYNES PARK","RAYNES PK"
87272,"STEWARTS LANE SIG VS567",STEWLN567
87273,"STEWARTS LANE SIG VS569",STEWLN569
87274,"STEWARTS LANE TARMAC GBRF","STEWLN GB"
87275,"WANDSWORTH ROAD SIG VS84",WNDSWRD84
87301,"MOTSPUR PARK",MOTSPURPK
87302,"WORCESTER PARK",WORCSTRPK
87303,STONELEIGH,STONLEIGH
87304,"EWELL WEST",EWELLWEST
87305,"WORCESTER PARK NO 2 CROSSOVER",WRCSTRP2X
87323,"WIMBLEDON CHASE",WIMBLDNCH
87327,"SOUTH MERTON","S MERTON"
87331,"MORDEN SOUTH",MORDENSTH
87335,"ST HELIER","ST HELIER"
87336,"ST HELIER GROUND FRAME",SHELIERGF
87339,"SUTTON COMMON",SUTTONCMN
87399,"MOTSPUR PARK JN",MOTSPURPJ
87400,"MALDEN MANOR",MALDENMAN
87401,"TOLWORTH SDGS",TOLWRTH
87403,TOLWORTH,TOLWORTH
87405,"CHESSINGTON NORTH",CHESSNTNN
87411,"CHESSINGTON SOUTH",CHESSNTNS
87566,"ROTHERHITHE (ELL)",ROTHERHTE
87568,"CANADA WATER (ELL)",CANADAWTR
87570,"CANADA WATER CROSSOVER (ELL)",CANADAWXO
87572,"SURREY QUAYS (ELL)",SURREYQYS
87574,"SILWOOD JN       (ELL)",SILWOODJN
87575,"SILWOOD STABLING SDGS",SILWOODSD
87576,"SURREY CANAL ROAD (ELL)",SURREYCNR
87578,"CANAL ROAD JN       (ELL)","CANAL JN"
87580,"ROLT STREET JN       (ELL)","ROLTST JN"
87583,"NEW CROSS GATE (CSD) WASHER RD",NEWXGCSWR
87584,"NEW CROSS GATE (CSD)",NEWXGTCSD
87585,"NEW CROSS GATE (CSD) HEADSHUNT",NEWXGCSHS
87586,"NEW CROSS GATE MAINT DPT (ELL)",NEWXGTMDP
87588,"NEW CROSS GATE NORTH JN (ELL)",NEWXGTNJN
87589,"NEW CROSS GATE SIG EL296",NEWXG296
87590,"BRUNSWICK COURT JN",BRUNWCTJN
87591,"ABBEY STREET JN",ABBEYSTJN
87592,"NEW CROSS GATE NR/LOROL BNDY",NEWXGTBDY
87592,"ELL BOUNDARY NORTH",NEWXGTBDY
87593,"NEW CROSS GATE SIG L1573",NXGTE1573
87594,"TULSE HILL SIG 766",TULSEH766
87595,"TULSE HILL SIG 165",TULSEH165
87596,"OLD KENT ROAD JN",OLDKTRDJN
87597,"NEW CROSS UP SUSSEX LOOP",NEWXUSXLP
87598,"NEW CROSS GATE SIG L1584",NXGTE1584
87599,"LONDON BRIDGE (BALLAST)","LBG BAL"
87601,"LONDON BRIDGE STN",LONDONBDG
87601,CENTRAL,LONDONBDG
87602,"BRICKLAYERS ARMS JN","BRICKA JN"
87603,"NEW CROSS GATE STN",NEWXGATE
87603,"NEW CROSS GATE STATION ELL",NEWXGATE
87604,"CROFTON ROAD JN",CROFTNRDJ
87605,"CAMBRIA JN",CAMBRIAJN
87606,"DENMARK HILL STN",DENMARKHL
87607,"CANTERBURY ROAD JN",CANTBYRDJ
87608,"NORTH DULWICH","N DULWICH"
87609,"PECKHAM RYE",PECKHMRYE
87609,"PECKHAM RYE (C)",PECKHMRYE
87610,"EAST DULWICH","E DULWICH"
87611,"TULSE HILL","TULSE H"
87612,"TULSE HILL SIGNAL VC178",TULSEH178
87613,STREATHAM,STREATHAM
87614,TOOTING,TOOTING
87615,"HAYDONS ROAD",HAYDONSRD
87616,"STREATHAM NORTH JN",STREATMNJ
87617,"STREATHAM SOUTH JN",STREATMSJ
87617,"STREATHAM STH JN SIG VC171",STREATMSJ
87618,"STREATHAM JN",STREATMJN
87619,"LEIGHAM JN       TULSE HILL","LEIGHAM J"
87620,"STREATHAM HILL CS",STREATHCS
87620,"STREATHAM HILL GRP SALES RLF",STREATHCS
87621,"STREATHAM HILL",STREATHIL
87622,"WEST NORWOOD","W NORWOOD"
87623,"CRYSTAL PALACE SIGNAL VC170",CRYSTP170
87624,"GIPSY HILL",GIPSYHILL
87625,"CRYSTAL PALACE","CRYSTAL P"
87626,SYDENHAM,SYDENHAM
87627,"FOREST HILL",FORESTHLL
87628,"HONOR OAK PARK",HONOROKPK
87629,BROCKLEY,BROCKLEY
87630,"WEST NORWOOD JN",WNORWDJN
87631,"STREATHAM COMMON",STRETHMCM
87632,"CRYSTAL PALACE SIG VC167",CRYSTP167
87633,NORBURY,NORBURY
87635,"THORNTON HEATH",THRNTNHTH
87636,"SELHURST SHUNT SIG 1051",SELHR1051
87637,SELHURST,SELHURST
87638,"SELHURST CEM DEPOT",SELHRTCEM
87639,"SELHURST T&RSMD",SELT&RSMD
87640,"NORWOOD FORK JNS",NORWDFKJN
87640,"NORWOOD FORK JUNCTION",NORWDFKJN
87641,"NORWOOD TURNBACK SDGS",NORWOODTS
87642,"SELHURST DEPOT FIELD SDGS",SELDTFSDG
87643,"NORWOOD JN",NORWOODJN
87644,ANERLEY,ANERLEY
87645,"PENGE WEST",PENGEWEST
87646,"SELHURST DEPOT SIG S2",SELHRSTS2
87647,"BROMLEY JN",BROMLEYJN
87648,"GLOUCESTER ROAD JN","GLOU RDJN"
87649,"WEST CROYDON SIG T1048",WCROY1048
87650,"WEST CROYDON SIG T1041",WCROY1041
87651,"WEST CROYDON","W CROYDON"
87652,"WEST CROYDON TURNBACK",WCROYDNTB
87653,"SELHURST DEPOT SIG S4",SELHRSTS4
87654,"SELHURST DEPOT SIG T68",SELHRST68
87655,"SELHURST DEPOT SIG T76",SELHRST76
87659,"MITCHAM EASTFIELDS",EASTFLDS
87661,"MITCHAM JN",MITCHAMJN
87662,WADDON,WADDON
87663,WALLINGTON,WALLINGTN
87665,"CARSHALTON BEECHES",CARSHLTNB
87667,HACKBRIDGE,HACKBRDGE
87669,CARSHALTON,CARSHALTN
87671,SUTTON,SUTTON
87672,"SUTTON EAST JN","SUTTON EJ"
87672,"SUTTON SIGNAL VC195","SUTTON EJ"
87673,"WEST SUTTON","W SUTTON"
87675,BELMONT,BELMONT
87676,"LEATHERHEAD SIG W1195",LHEAD195
87677,BANSTEAD,BANSTEAD
87678,CHEAM,CHEAM
87679,"EWELL EAST",EWELLEAST
87680,EPSOM,"EPSOM BAL"
87681,EPSOM,EPSOM
87681,"EPSOM  SIGNAL 444",EPSOM
87682,"EPSOM DOWN & UP SDGS",EPSOMD&US
87682,"EPSOM  DOWN SIDINGS (TPS/TOPS)",EPSOMD&US
87683,ASHTEAD,ASHTEAD
87684,"EPSOM SIG W1181",EPSOM1181
87685,LEATHERHEAD,LEATHERHD
87686,BOXHILL,"BOX HILL"
87687,DORKING,DORKING
87688,"DORKING DOWN SDG",DRKNGDSDG
87689,"DORKING SIG CBK33",DORKG33
87690,"DORKING SIG CBK35",DORKG35
87692,"EPSOM DOWNS",EPSOMDOWN
87699,"EAST CROYDON SIGANL T1065",ECROYD147
87700,"WINDMILL BRIDGE JN",WINDMLBJN
87701,"EAST CROYDON","E CROYDON"
87701,"SIGNAL CY 49","E CROYDON"
87702,"EAST CROYDON UP SDG",ECROYDNUS
87703,"REEDHAM (SURREY)",REEDHAM
87704,"SOUTH CROYDON","S CROYDON"
87705,"CATERHAM SIG T1361",CATEM1361
87706,CATERHAM,CATERHAM
87706,"CATERHAM  DRIVERS           2B",CATERHAM
87707,"TATTENHAM CORNER",TATTENHAM
87708,TADWORTH,TADWORTH
87709,KINGSWOOD,KINGSWOOD
87710,CHIPSTEAD,CHIPSTEAD
87711,WOODMANSTERNE,WODMNSTRN
87712,MERSTHAM,MERSTHAM
87713,"COULSDON TOWN",COULSDNTN
87714,"TATTENHAM CORNER C.H.S.",TATTNMCHS
87718,"REDHILL DOWN SDG",REDHILLDS
87719,"REDHILL SIGNAL T1322",REDHT1322
87720,"REDHILL SIGNAL T1316",REDHT1316
87721,"REDHILL GOODS LOOP","REDHIL GL"
87721,"REDHILL  DRIVERS            2B","REDHIL GL"
87722,REDHILL,REDHILL
87722,"REDHILL SIGNAL T487",REDHILL
87723,"REDHILL GOODS LOOP",REDHILLGL
87724,REDHILL,REDHILLCE
87725,"REDHILL LONG SDG","REDHIL LS"
87726,"REDHILL T502 SIGNAL",REDHIL502
87727,"REDHILL T483 SIGNAL",REDHIL483
87728,"REDHILL UP TONBRIDGE SIDIN  ",REDHILUTS
87731,NUTFIELD,NUTFIELD
87733,"GODSTONE TIP",GODSTETIP
87734,GODSTONE,GODSTONE
87736,EDENBRIDGE,EDENBRIDG
87738,PENSHURST,PENSHURST
87739,LEIGH,LEIGH
87741,"SANDERSTEAD SIG T1356",SNDSF356
87742,SELSDON,SELSDON
87743,SANDERSTEAD,SANDERSTD
87744,RIDDLESDOWN,RIDDLESDN
87745,"UPPER WARLINGHAM","U WARLGHM"
87746,WOLDINGHAM,WOLDINGHM
87747,"WOLDINGHAM GROUND FRAME","WOLDHM GF"
87748,"OXTED SIGNAL TB301",OXTEDS301
87749,"OXTED SIGNAL TB306",OXTEDS306
87750,"OXTED UP SDG","OXTED SDG"
87751,OXTED,OXTED
87752,"OXTED BAY","OXTED BAY"
87753,"HURST GREEN","HURST GRN"
87754,"HURST GREEN JN",HURSTGNJN
87754,"HURST GREEN  JUNCTION SIG. BOX",HURSTGNJN
87755,LINGFIELD,LINGFIELD
87757,DORMANS,DORMANS
87758,"EAST GRINSTEAD SDGS (GBRF)",EGRNSTDGB
87758,"EAST GRINSTEAD  SIDINGS",EGRNSTDGB
87759,"EAST GRINSTEAD",EGRINSTED
87760,"EDENBRIDGE TOWN",EDENBRGTN
87761,COWDEN,COWDEN
87762,HEVER,HEVER
87763,ASHURST,ASHURST
87764,ERIDGE,ERIDGE
87765,"ASHURST JN",ASHURSTJN
87766,CROWBOROUGH,CROWBORO
87767,"GREENHURST JN",GREENHSTJ
87768,BUXTED,BUXTED
87769,UCKFIELD,UCKFIELD
87770,"ASHURST BLACKHAM JN",BLACKHAMJ
87800,"PURLEY OAKS",PURLYOAKS
87801,PURLEY,PURLEY
87801,"PURLEY SIGNAL T.1091",PURLEY
87802,"PURLEY YARD","PURLEY YD"
87803,"PURLEY DOWN SDG","PURLEY DS"
87804,"PURLEY YARD TAMPER SIDING ",PURLEYTSD
87805,"PURLEY YARD GBRF",PURLEYDGB
87806,"PURLEY U.S.L.                                  ",PURLEYUSL
87810,KENLEY,KENLEY
87811,WHYTELEAFE,WHYTELEAF
87812,"WHYTELEAFE SOUTH",WHYTLFSTH
87897,"HOOLEY CUTTING (REDHILL LINE)",HOOLEYCUT
87898,"HOLMETHORPE (QUARRY LINE)",HOLMTHRPE
87899,"COULSDON NORTH GROUND FRAME",COULSDNGF
87900,"COULSDON SOUTH",COULSDONS
87901,"STOATS NEST JN",STOATSNJN
87902,"EARLSWOOD SIGNAL T1136",EARLWDSIG
87903,EARLSWOOD,EARLSWOOD
87903,"EARLSWOOD SIGNAL T206",EARLSWOOD
87904,"3 BRIDGES DN DEP SIG TD100",TBDGDD100
87905,SALFORDS,SALFORDS
87906,SALFORDS,SALFDAS
87907,"3 BRIDGES DN DEP SIG TD127",TBDGDD127
87908,"3 BRIDGES DN DEP SIG TD129",TBDGDD129
87909,HORLEY,HORLEY
87910,"GATWICK UP CARRIAGE SDGS","GATWCK CS"
87911,"GATWICK AIRPORT",GATWICK
87912,"GATWICK AIRPORT SIGNAL T1161",GATWK1161
